"","numer_sta","date","pmer","tend","cod_tend","dd","ff","t","td","u","vv","ww","w1","w2","n","nbas","hbas","cl","cm","ch","pres","niv_bar","geop","tend24","tn12","tn24","tx12","tx24","tminsol","sw","tw","raf10","rafper","per","etat_sol","ht_neige","ssfrai","perssfrai","rr1","rr3","rr6","rr12","rr24","phenspe1","phenspe2","phenspe3","phenspe4","nnuage1","ctype1","hnuage1","nnuage2","ctype2","hnuage2","nnuage3","ctype3","hnuage3","nnuage4","ctype4","hnuage4","X"
"3929",7149,20160709120000,"102110","-120","8","250","3.300000","300.150000","288.850000","50","38880","1","0","0","25","1","1250","31","20","11","101080","mq","mq","380","mq","mq","mq","mq","mq","mq","mq","6.400000","7.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","8","1100","2","0","7500","mq","mq","mq","mq","mq","mq",NA
"3985",7149,20160709150000,"101970","-130","7","260","3.900000","302.050000","289.250000","46","37440","0","0","0","mq","3","1750","mq","mq","mq","100950","mq","mq","190","mq","mq","mq","mq","mq","mq","mq","6.900000","7.000000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","mq","1500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4042",7149,20160709180000,"101780","-200","6","230","2.200000","300.850000","289.150000","49","40240","2","0","0","10","1","1750","31","20","11","100750","mq","mq","-190","291.350000","mq","302.450000","mq","mq","mq","mq","4.500000","5.500000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","8","1500","1","0","7500","mq","mq","mq","mq","mq","mq",NA
"4099",7149,20160709210000,"101720","-70","6","170","1.100000","295.250000","289.550000","70","14350","2","0","0","10","0","8000","30","20","11","100680","mq","mq","-420","mq","mq","mq","mq","mq","mq","mq","1.300000","1.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4157",7149,2.016071e+13,"101620","-110","6","250","1.400000","293.650000","289.250000","76","30070","2","0","0","0","0","mq","30","20","10","100570","mq","mq","-600","mq","mq","mq","mq","mq","mq","mq","1.800000","2.800000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4215",7149,20160710030000,"101450","-170","8","0","0.000000","291.750000","288.950000","84","31190","0","0","0","mq","0","mq","mq","mq","mq","100400","mq","mq","-740","mq","mq","mq","mq","mq","mq","mq","0.900000","2.500000","-10","mq","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4271",7149,20160710060000,"101420","-30","7","200","1.100000","292.850000","290.050000","84","30000","3","2","2","90","0","8000","30","20","13","100370","mq","mq","-840","289.650000","mq","301.050000","mq","mq","mq","mq","1.400000","2.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","7","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4326",7149,20160710090000,"101350","-50","8","230","3.500000","298.450000","287.550000","51","30000","1","2","2","60","0","7000","30","20","11","100320","mq","mq","-880","mq","mq","mq","mq","mq","mq","mq","5.300000","6.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","0","7000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4383",7149,20160710120000,"101200","-140","6","240","6.700000","301.950000","286.650000","39","19460","2","2","2","60","2","5000","30","23","11","100180","mq","mq","-900","mq","mq","mq","mq","mq","mq","mq","10.600000","10.900000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","3","5000","5","0","7500","mq","mq","mq","mq","mq","mq",NA
"4437",7149,20160710150000,"101080","-110","8","250","6.900000","303.650000","286.850000","36","16430","2","2","2","60","2","5000","30","23","11","100070","mq","mq","-880","mq","mq","mq","mq","mq","mq","mq","10.000000","11.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","3","5000","5","0","6200","mq","mq","mq","mq","mq","mq",NA
"4494",7149,20160710180000,"101030","-60","6","250","6.800000","300.350000","286.650000","43","28910","0","2","2","mq","1","7140","mq","mq","mq","100010","mq","mq","-740","292.950000","mq","304.050000","mq","mq","mq","mq","10.000000","10.800000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","mq","7140","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"4551",7149,20160710210000,"101160","110","2","270","5.600000","295.650000","289.250000","67","30000","1","2","2","90","3","2800","30","28","12","100120","mq","mq","-560","mq","mq","mq","mq","mq","mq","mq","8.600000","8.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","3","2800","6","0","8000","mq","mq","mq","mq","mq","mq",NA
"4608",7149,2.0160711e+13,"101230","60","1","260","3.800000","292.450000","288.950000","80","30000","3","2","2","90","1","1250","31","23","12","100180","mq","mq","-390","mq","mq","mq","mq","mq","mq","mq","7.100000","7.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","8","1000","1","3","2500","7","0","7000","mq","mq","mq",NA
"4666",7149,20160711030000,"101240","0","0","230","3.100000","290.950000","288.350000","85","40970","3","2","2","90","4","450","35","23","10","100180","mq","mq","-220","mq","mq","mq","mq","mq","mq","mq","4.500000","7.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","6","510","3","6","870","7","3","4700","mq","mq","mq",NA
"4724",7149,20160711060000,"101340","100","1","240","3.200000","290.150000","286.650000","80","35000","2","2","2","90","7","450","35","23","mq","100280","mq","mq","-90","290.150000","mq","300.350000","mq","mq","mq","mq","4.900000","6.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","6","510","7","3","4000","mq","mq","mq","mq","mq","mq",NA
"4781",7149,20160711090000,"101410","80","1","250","5.100000","293.250000","285.950000","63","30000","3","2","2","75","5","800","35","23","11","100360","mq","mq","40","mq","mq","mq","mq","mq","mq","mq","8.800000","8.800000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","8","790","4","6","1340","4","3","5600","5","0","7000",NA
"4838",7149,20160711120000,"101430","20","1","240","5.100000","294.350000","285.450000","57","31120","1","2","2","90","7","1250","38","mq","mq","100380","mq","mq","200","mq","mq","mq","mq","mq","mq","mq","7.500000","11.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","8","1150","7","6","1450","mq","mq","mq","mq","mq","mq",NA
"4895",7149,20160711150000,"101420","-10","0","250","4.500000","293.950000","286.350000","62","39760","60","6","2","90","7","1250","38","23","mq","100370","mq","mq","300","mq","mq","mq","mq","mq","mq","mq","7.200000","7.300000","-10","0","0.000000","0.000000","-30","-0.100000","-0.100000","-0.100000","-0.100000","-0.100000","mq","mq","mq","mq","1","8","1050","5","6","1400","6","3","3030","mq","mq","mq",NA
"4952",7149,20160711180000,"101380","-40","7","220","5.000000","293.850000","284.750000","56","37520","2","2","2","75","4","1250","38","23","10","100330","mq","mq","320","290.050000","mq","295.550000","mq","mq","mq","mq","7.500000","8.900000","-10","0","0.000000","0.000000","-60","0.000000","-0.100000","-0.100000","-0.100000","-0.100000","mq","mq","mq","mq","1","8","1200","4","6","2100","4","3","3600","mq","mq","mq",NA
"5010",7149,20160711210000,"101480","90","3","240","2.300000","291.650000","284.750000","64","37150","1","2","2","90","7","2250","35","mq","mq","100420","mq","mq","300","mq","mq","mq","mq","mq","mq","mq","3.500000","4.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","-0.100000","-0.100000","-0.100000","mq","mq","mq","mq","7","6","2200","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"5066",7149,2.0160712e+13,"101440","-40","8","220","2.200000","289.350000","284.950000","75","47070","2","1","1","60","4","2250","35","20","11","100380","mq","mq","200","mq","mq","mq","mq","mq","mq","mq","3.500000","4.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","-0.100000","-0.100000","mq","mq","mq","mq","4","6","2200","2","0","6800","mq","mq","mq","mq","mq","mq",NA
"5123",7149,20160712030000,"101430","-20","8","240","3.000000","287.850000","283.850000","77","45620","1","2","2","60","4","2250","35","20","11","100360","mq","mq","180","mq","mq","mq","mq","mq","mq","mq","4.600000","5.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","-0.100000","-0.100000","mq","mq","mq","mq","4","6","2150","2","0","6800","mq","mq","mq","mq","mq","mq",NA
"5181",7149,20160712060000,"101480","50","3","270","3.800000","287.450000","284.550000","83","36620","3","1","1","75","6","1250","38","20","10","100410","mq","mq","130","285.450000","mq","294.350000","mq","mq","mq","mq","5.900000","6.700000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","-0.100000","mq","mq","mq","mq","1","8","1100","6","6","1960","mq","mq","mq","mq","mq","mq",NA
"5239",7149,20160712090000,"101500","40","0","250","2.700000","292.450000","286.650000","69","30000","1","8","6","60","5","800","38","20","10","100450","mq","mq","90","mq","mq","mq","mq","mq","mq","mq","4.700000","5.900000","-10","0","0.000000","0.000000","-30","-0.100000","-0.100000","-0.100000","-0.100000","-0.100000","mq","mq","mq","mq","1","8","750","5","6","2170","mq","mq","mq","mq","mq","mq",NA
"5297",7149,20160712120000,"101420","-70","8","260","4.600000","295.550000","283.950000","48","35700","0","2","2","90","1","1250","mq","mq","mq","100380","mq","mq","0","mq","mq","mq","mq","mq","mq","mq","6.900000","8.900000","-10","0","0.000000","mq","mq","0.000000","0.000000","-0.100000","-0.100000","-0.100000","mq","mq","mq","mq","1","mq","1410","4","mq","1980","7","mq","2940","mq","8","mq",NA
"5354",7149,20160712150000,"101430","10","0","40","1.700000","294.850000","286.450000","59","18000","1","1","1","40","2","1250","32","23","mq","100390","mq","mq","20","mq","mq","mq","mq","mq","mq","mq","3.000000","5.500000","-10","0","0.000000","0.000000","-30","0.000000","1.800000","1.800000","1.800000","1.800000","mq","mq","mq","mq","2","8","1000","1","3","3000","mq","mq","mq","mq","mq","mq",NA
"5411",7149,20160712180000,"101450","-10","7","210","2.500000","288.750000","285.850000","83","33800","61","8","6","90","4","800","39","23","mq","100380","mq","mq","50","287.450000","mq","296.250000","mq","mq","mq","mq","3.900000","8.200000","-10","1","0.000000","0.000000","-60","0.800000","1.000000","2.800000","2.800000","2.800000","mq","mq","mq","mq","4","8","1000","7","3","2400","2","9","900","mq","mq","mq",NA
"5465",7149,20160712210000,"101630","170","3","300","5.600000","286.850000","286.050000","95","1820","63","6","2","90","7","150","39","mq","mq","100550","mq","mq","130","mq","mq","mq","mq","mq","mq","mq","8.500000","10.600000","-10","1","0.000000","0.000000","-30","1.800000","4.200000","5.200000","7.000000","7.000000","mq","mq","mq","mq","1","7","180","3","7","330","5","6","1140","1","9","900",NA
"5522",7149,2.0160713e+13,"101600","-30","6","260","2.500000","286.150000","285.350000","95","25000","1","6","2","90","5","1250","35","23","mq","100520","mq","mq","140","mq","mq","mq","mq","mq","mq","mq","3.100000","3.600000","-10","2","0.000000","0.000000","-60","0.200000","3.200000","7.400000","10.200000","10.200000","mq","mq","mq","mq","3","6","1080","5","6","1980","7","3","2300","mq","mq","mq",NA
"5579",7149,20160713030000,"101620","20","2","300","2.600000","285.850000","284.750000","93","25000","3","2","2","90","3","1250","35","23","mq","100540","mq","mq","180","mq","mq","mq","mq","mq","mq","mq","3.700000","4.000000","-10","2","0.000000","0.000000","-30","0.000000","0.000000","3.200000","8.400000","10.200000","mq","mq","mq","mq","3","6","1400","3","6","1600","7","3","3600","mq","mq","mq",NA
"5637",7149,20160713060000,"101680","60","2","280","3.700000","284.850000","283.750000","93","25000","1","1","1","50","2","3200","30","23","11","100600","mq","mq","190","284.850000","mq","288.750000","mq","mq","mq","mq","5.500000","5.800000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","7.400000","10.200000","mq","mq","mq","mq","2","3","3200","3","0","7000","mq","mq","mq","mq","mq","mq",NA
"5695",7149,20160713090000,"101770","100","2","330","4.800000","290.150000","283.550000","65","18500","3","1","1","60","4","800","38","20","11","100700","mq","mq","250","mq","mq","mq","mq","mq","mq","mq","6.800000","8.800000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","3.200000","10.200000","mq","mq","mq","mq","3","8","960","3","6","1680","3","0","7500","mq","mq","mq",NA
"5752",7149,20160713120000,"101840","80","1","290","4.900000","290.850000","281.650000","55","41300","3","2","2","90","6","800","38","23","mq","100780","mq","mq","400","mq","mq","mq","mq","mq","mq","mq","7.700000","9.400000","-10","1","0.000000","0.000000","-60","0.000000","-0.100000","-0.100000","-0.100000","10.200000","mq","mq","mq","mq","1","8","990","4","8","1110","3","6","2200","5","3","2600",NA
"5808",7149,20160713150000,"101960","110","3","330","6.700000","290.950000","283.050000","60","33900","2","2","2","90","7","1250","38","mq","mq","100890","mq","mq","500","mq","mq","mq","mq","mq","mq","mq","9.300000","9.500000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","-0.100000","-0.100000","8.400000","mq","mq","mq","mq","3","8","1200","3","6","1800","7","6","2100","mq","mq","mq",NA
"5866",7149,20160713180000,"101990","30","2","310","4.400000","290.950000","280.350000","50","45460","2","2","2","75","6","1250","38","20","10","100920","mq","mq","540","284.850000","mq","293.250000","mq","mq","mq","mq","7.100000","8.200000","-10","0","0.000000","0.000000","-60","0.000000","0.200000","0.200000","0.200000","7.600000","mq","mq","mq","mq","2","8","1300","5","6","2400","mq","mq","mq","mq","mq","mq",NA
"5923",7149,20160713210000,"102190","190","3","290","3.000000","288.350000","280.350000","59","60000","1","1","1","40","3","1250","38","20","10","101110","mq","mq","560","mq","mq","mq","mq","mq","mq","mq","4.100000","4.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.200000","0.200000","3.400000","mq","mq","mq","mq","1","8","1400","2","6","2400","mq","mq","mq","mq","mq","mq",NA
"5981",7149,2.0160714e+13,"102230","30","0","290","3.000000","284.350000","281.950000","85","35000","3","1","1","60","2","2250","35","23","10","101140","mq","mq","620","mq","mq","mq","mq","mq","mq","mq","4.100000","5.200000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","2","6","2400","4","3","3200","mq","mq","mq","mq","mq","mq",NA
"6039",7149,20160714030000,"102190","-40","7","280","4.500000","283.850000","282.250000","90","35000","1","1","1","40","3","3300","30","23","10","101100","mq","mq","560","mq","mq","mq","mq","mq","mq","mq","6.300000","7.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","3","3","3300","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"6096",7149,20160714060000,"102230","40","3","300","3.900000","285.550000","283.450000","87","35000","3","2","2","75","6","800","38","20","10","101140","mq","mq","540","283.550000","mq","291.450000","mq","mq","mq","mq","6.400000","6.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","2","8","600","6","6","2000","mq","mq","mq","mq","mq","mq",NA
"6154",7149,20160714090000,"102300","80","1","340","3.900000","288.150000","281.150000","63","25000","2","2","2","75","4","800","33","23","10","101220","mq","mq","520","mq","mq","mq","mq","mq","mq","mq","6.100000","9.200000","-10","0","0.000000","0.000000","-30","0.000000","-0.100000","-0.100000","-0.100000","0.200000","mq","mq","mq","mq","2","6","610","3","6","1600","5","3","4500","1","9","800",NA
"6211",7149,20160714120000,"102330","50","0","340","4.300000","292.650000","282.550000","52","33730","0","0","0","75","5","1250","mq","mq","mq","101270","mq","mq","490","mq","mq","mq","mq","mq","mq","mq","8.200000","11.300000","-10","0","0.000000","mq","mq","0.000000","0.000000","-0.100000","-0.100000","0.200000","mq","mq","mq","mq","5","mq","1440","5","mq","1620","6","mq","1920","mq","mq","mq",NA
